紹介ID	紹介日	紹介時間	AL店舗番号	AL店舗名	担当者	統括エリア	都道府県	東西	最新ステータス	契約時間	契約サービス	光サービス	ISP申込	ひかり電話	ウィルスクリア	リモートサポート	無線ルータ	契約日	コミュファ光	ひかりTVパー	無料PC申込
1843607472	30-Sep-13	F(20-LAST)	g5036	株式会社エイブル 　三ヶ森店	エイブル西	北九州	福岡県	西	NG			未入力	未入力	未入力	未入力	未入力				未入力	
1843607473	30-Sep-13	F(20-LAST)	w206	株式会社ハウスパートナー柏西口店	ハウパ		千葉県	東	NG			未入力	未入力	未入力	未入力	未入力				未入力	
1843607474	30-Sep-13	F(20-LAST)	g5036	株式会社エイブル 　三ヶ森店	エイブル西	北九州	福岡県	西	NG			未入力	未入力	未入力	未入力	未入力				未入力	
1843607475	30-Sep-13	F(20-LAST)	g4004	株式会社エイブル 　夙川店	エイブル西	兵庫東	兵庫県	西	NG			未入力	未入力	未入力	未入力	未入力				未入力	
1843607476	30-Sep-13	F(20-LAST)	g1001	株式会社エイブル 　小幡店	エイブル西	東海北	愛知県	西	未折衝			未入力	未入力	未入力	未入力	未入力				未入力	
1843607478	30-Sep-13	F(20-LAST)	g3016	株式会社エイブル 　豊中店	エイブル西	北大阪	大阪府	西	アポ			未入力	未入力	未入力	未入力	未入力				未入力	
1843607480	30-Sep-13	F(20-LAST)	g3072	株式会社エイブル 　あびこ店	エイブル西	南大阪	大阪府	西	未折衝			未入力	未入力	未入力	未入力	未入力				未入力	
1843607483	30-Sep-13	F(20-LAST)	e2054	株式会社エイブル 　調布北口店	エイブル	東京中央	東京都	東	アポ			未入力	未入力	未入力	未入力	未入力				未入力	
1843607484	30-Sep-13	F(20-LAST)	g3054	株式会社エイブル 　鶴橋店	エイブル西	大阪東	大阪府	西	未折衝			未入力	未入力	未入力	未入力	未入力				未入力	
1843607485	30-Sep-13	F(20-LAST)	e3001	株式会社エイブル 　金町店	エイブル	東京東	東京都	東	未折衝			未入力	未入力	未入力	未入力	未入力				未入力	
1843607486	30-Sep-13	F(20-LAST)	g3010	株式会社エイブル 　高槻店	エイブル西	大阪北摂	大阪府	西	アポ			未入力	未入力	未入力	未入力	未入力				未入力	
1843607487	30-Sep-13	F(20-LAST)	g5034	株式会社エイブル 　久留米店	エイブル西	福岡南	福岡県	西	NG			未入力	未入力	未入力	未入力	未入力				未入力	
1843607488	30-Sep-13	F(20-LAST)	e6003	株式会社エイブル 　与野店	エイブル	埼玉	埼玉県	東	アポ			未入力	未入力	未入力	未入力	未入力				未入力	
1843607489	30-Sep-13	F(20-LAST)	g5034	株式会社エイブル 　久留米店	エイブル西	福岡南	福岡県	西	未折衝			未入力	未入力	未入力	未入力	未入力				未入力	
1843607490	30-Sep-13	F(20-LAST)	d2447	有限会社エレックミツザキ	電器西	愛知_一宮	愛知県	西	未折衝			未入力	未入力	未入力	未入力	未入力				未入力	
1843607492	30-Sep-13	F(20-LAST)	g5034	株式会社エイブル 　久留米店	エイブル西	福岡南	福岡県	西	未折衝			未入力	未入力	未入力	未入力	未入力				未入力	
1843607493	30-Sep-13	F(20-LAST)	e6003	株式会社エイブル 　与野店	エイブル	埼玉	埼玉県	東	未折衝			未入力	未入力	未入力	未入力	未入力				未入力	
1843607494	30-Sep-13	F(20-LAST)	g5034	株式会社エイブル 　久留米店	エイブル西	福岡南	福岡県	西	アポ			未入力	未入力	未入力	未入力	未入力				未入力	
1843607495	30-Sep-13	F(20-LAST)	e6003	株式会社エイブル 　与野店	エイブル	埼玉	埼玉県	東	NG			未入力	未入力	未入力	未入力	未入力				未入力	
1843607497	30-Sep-13	F(20-LAST)	e6003	株式会社エイブル 　与野店	エイブル	埼玉	埼玉県	東	未折衝			未入力	未入力	未入力	未入力	未入力				未入力	
1843607500	30-Sep-13	F(20-LAST)	e6003	株式会社エイブル 　与野店	エイブル	埼玉	埼玉県	東	未折衝			未入力	未入力	未入力	未入力	未入力				未入力	
1843607501	30-Sep-13	F(20-LAST)	g3077	株式会社エイブル 　藤井寺店	エイブル西	大阪東	大阪府	西	未折衝			未入力	未入力	未入力	未入力	未入力				未入力	
1843607502	30-Sep-13	F(20-LAST)	g5036	株式会社エイブル 　三ヶ森店	エイブル西	北九州	福岡県	西	NG			未入力	未入力	未入力	未入力	未入力				未入力	
1843607503	30-Sep-13	F(20-LAST)	e6003	株式会社エイブル 　与野店	エイブル	埼玉	埼玉県	東	NG			未入力	未入力	未入力	未入力	未入力				未入力	
1843607504	30-Sep-13	F(20-LAST)	g5009	株式会社エイブル 　折尾店	エイブル西	北九州	福岡県	西	未折衝			未入力	未入力	未入力	未入力	未入力				未入力	
1843607505	30-Sep-13	F(20-LAST)	g5009	株式会社エイブル 　折尾店	エイブル西	北九州	福岡県	西	アポ			未入力	未入力	未入力	未入力	未入力				未入力	
1843607506	30-Sep-13	F(20-LAST)	g5009	株式会社エイブル 　折尾店	エイブル西	北九州	福岡県	西	未折衝			未入力	未入力	未入力	未入力	未入力				未入力	
1843607509	30-Sep-13	F(20-LAST)	g4010	株式会社エイブル 　明石店	エイブル西	兵庫西	兵庫県	西	アポ			未入力	未入力	未入力	未入力	未入力				未入力	
1843607020	29-Sep-13	A(10-12)	f035	プライム三鷹店	既存店	アエラスグループ	東京都	東	NG			未入力	未入力	未入力	未入力	未入力				未入力	
1843607022	29-Sep-13	A(10-12)	f035	プライム三鷹店	既存店	アエラスグループ	東京都	東	未折衝			未入力	未入力	未入力	未入力	未入力				未入力	
1843607023	29-Sep-13	A(10-12)	f035	プライム三鷹店	既存店	アエラスグループ	東京都	東	未折衝			未入力	未入力	未入力	未入力	未入力				未入力	
1843607024	29-Sep-13	A(10-12)	f008	ソレイユ高田馬場店	既存店	アエラスグループ	東京都	東	未折衝			未入力	未入力	未入力	未入力	未入力				未入力	
1843607025	29-Sep-13	A(10-12)	f035	プライム三鷹店	既存店	アエラスグループ	東京都	東	未折衝			未入力	未入力	未入力	未入力	未入力				未入力	
1843607026	29-Sep-13	A(10-12)	e1053	株式会社エイブル 　蒲田東口店	エイブル	東京南	東京都	東	アポ			未入力	未入力	未入力	未入力	未入力				未入力	
1843607027	29-Sep-13	A(10-12)	f035	プライム三鷹店	既存店	アエラスグループ	東京都	東	未折衝			未入力	未入力	未入力	未入力	未入力				未入力	
1843607028	29-Sep-13	A(10-12)	e2016	株式会社エイブル 　東中野店	エイブル	東京西	東京都	東	アポ			未入力	未入力	未入力	未入力	未入力				未入力	
1843607029	29-Sep-13	A(10-12)	f005	アエラス目黒店	既存店	アエラスグループ	東京都	東	アポ			未入力	未入力	未入力	未入力	未入力				未入力	
1843607031	29-Sep-13	B(12-14)	e4042	株式会社エイブル 　関内店	エイブル	神奈川南	神奈川県	東	アポ		フレッツ光	2R(HF)	OCN（2年割）	未入力	3B（ネ）	客意NG	光ポータブル		サトウユキ	案内了承	特典なし
1843607032	29-Sep-13	B(12-14)	g5011	株式会社エイブル 　下曽根店	エイブル西	北九州	福岡県	西	アポ			未入力	未入力	未入力	未入力	未入力				未入力	
1843607033	29-Sep-13	B(12-14)	g5011	株式会社エイブル 　下曽根店	エイブル西	北九州	福岡県	西	未折衝			未入力	未入力	未入力	未入力	未入力				未入力	
1843607034	29-Sep-13	B(12-14)	w203	株式会社ハウスパートナー新松戸店	ハウパ		千葉県	東	未折衝			未入力	未入力	未入力	未入力	未入力				未入力	
1843607036	29-Sep-13	B(12-14)	g5011	株式会社エイブル 　下曽根店	エイブル西	北九州	福岡県	西	アポ			未入力	未入力	未入力	未入力	未入力				未入力	
1843607037	29-Sep-13	B(12-14)	g5011	株式会社エイブル 　下曽根店	エイブル西	北九州	福岡県	西	未折衝			未入力	未入力	未入力	未入力	未入力				未入力	
1843607038	29-Sep-13	B(12-14)	w516	ハウス・トゥ・ハウス・ネットサービス株式会社　西日暮里店	ハウス・トゥ		東京都	東	アポ			未入力	未入力	未入力	未入力	未入力				未入力	
1843607039	29-Sep-13	B(12-14)	g5011	株式会社エイブル 　下曽根店	エイブル西	北九州	福岡県	西	未折衝			未入力	未入力	未入力	未入力	未入力				未入力	
1843607040	29-Sep-13	B(12-14)	g5011	株式会社エイブル 　下曽根店	エイブル西	北九州	福岡県	西	アポ			未入力	未入力	未入力	未入力	未入力				未入力	
1843607041	29-Sep-13	B(12-14)	f005	アエラス目黒店	既存店	アエラスグループ	東京都	東	NG			未入力	未入力	未入力	未入力	未入力				未入力	
1843607042	29-Sep-13	B(12-14)	f028	プライム綾瀬店	既存店	アエラスグループ	東京都	東	NG			未入力	未入力	未入力	未入力	未入力				未入力	
1843607043	29-Sep-13	B(12-14)	f004	アエラス赤羽店	既存店	アエラスグループ	東京都	東	NG			未入力	未入力	未入力	未入力	未入力				未入力	
1843607044	29-Sep-13	B(12-14)	g5011	株式会社エイブル 　下曽根店	エイブル西	北九州	福岡県	西	アポ			未入力	未入力	未入力	未入力	未入力				未入力	
1843607045	29-Sep-13	B(12-14)	g5011	株式会社エイブル 　下曽根店	エイブル西	北九州	福岡県	西	アポ			未入力	未入力	未入力	未入力	未入力				未入力	
1843607046	29-Sep-13	B(12-14)	w200	株式会社ハウスパートナー 南柏店	ハウパ		千葉県	東	契約	E(18-20)	フレッツ光（移転）	未入力	未入力	未入力	未入力	未入力		2013/9/29	オザキ	未入力	
1843607047	29-Sep-13	B(12-14)	g5011	株式会社エイブル 　下曽根店	エイブル西	北九州	福岡県	西	店舗戻し			未入力	未入力	未入力	未入力	未入力				未入力	
1843607048	29-Sep-13	B(12-14)	g5011	株式会社エイブル 　下曽根店	エイブル西	北九州	福岡県	西	NG			未入力	未入力	未入力	未入力	未入力				未入力	
1843607049	29-Sep-13	B(12-14)	w205	株式会社ハウスパートナー柏東口店	ハウパ		千葉県	東	未折衝			未入力	未入力	未入力	未入力	未入力				未入力	
1843607051	29-Sep-13	B(12-14)	w203	株式会社ハウスパートナー新松戸店	ハウパ		千葉県	東	アポ			未入力	未入力	未入力	未入力	未入力				未入力	
1843607052	29-Sep-13	B(12-14)	f028	プライム綾瀬店	既存店	アエラスグループ	埼玉県	東	未折衝			未入力	未入力	未入力	未入力	未入力				未入力	
1843607055	29-Sep-13	B(12-14)	g5011	株式会社エイブル 　下曽根店	エイブル西	北九州	福岡県	西	NG			未入力	未入力	未入力	未入力	未入力				未入力	
1843607056	29-Sep-13	B(12-14)	g5011	株式会社エイブル 　下曽根店	エイブル西	北九州	福岡県	西	NG			未入力	未入力	未入力	未入力	未入力				未入力	
1843607057	29-Sep-13	B(12-14)	f035	プライム三鷹店	既存店	アエラスグループ	東京都	東	アポ			未入力	未入力	未入力	未入力	未入力				未入力	
1843607058	29-Sep-13	C(14-16)	g5011	株式会社エイブル 　下曽根店	エイブル西	北九州	福岡県	西	アポ			未入力	未入力	未入力	未入力	未入力				未入力	
1843607059	29-Sep-13	C(14-16)	g2008	株式会社エイブル 　京都駅前店	エイブル西	京都	京都府	西	未折衝			未入力	未入力	未入力	未入力	未入力				未入力	
1843607061	29-Sep-13	C(14-16)	g5022	株式会社エイブル 　九大学研都市駅前店	エイブル西	福岡北	福岡県	西	アポ			未入力	未入力	未入力	未入力	未入力				未入力	
1843607062	29-Sep-13	C(14-16)	g5011	株式会社エイブル 　下曽根店	エイブル西	北九州	福岡県	西	アポ			未入力	未入力	未入力	未入力	未入力				未入力	
1843607063	29-Sep-13	C(14-16)	g5011	株式会社エイブル 　下曽根店	エイブル西	北九州	福岡県	西	アポ			未入力	未入力	未入力	未入力	未入力				未入力	
1843607064	29-Sep-13	C(14-16)	g5022	株式会社エイブル 　九大学研都市駅前店	エイブル西	福岡北	福岡県	西	NG			未入力	未入力	未入力	未入力	未入力				未入力	
1843607065	29-Sep-13	C(14-16)	g5009	株式会社エイブル 　折尾店	エイブル西	北九州	福岡県	西	未折衝			未入力	未入力	未入力	未入力	未入力				未入力	
1843607066	29-Sep-13	C(14-16)	g5009	株式会社エイブル 　折尾店	エイブル西	北九州	福岡県	西	NG			未入力	未入力	未入力	未入力	未入力				未入力	
1843607067	29-Sep-13	C(14-16)	w200	株式会社ハウスパートナー 南柏店	ハウパ		千葉県	東	未折衝			未入力	未入力	未入力	未入力	未入力				未入力	
1843607068	29-Sep-13	C(14-16)	w449	ハウス・トゥ・ハウス・ネットサービス株式会社　池袋店	ハウス・トゥ		埼玉県	東	NG			未入力	未入力	未入力	未入力	未入力				未入力	
1843607069	29-Sep-13	C(14-16)	w204	株式会社ハウスパートナー金町店	ハウパ		東京都	東	NG			未入力	未入力	未入力	未入力	未入力				未入力	
1843607070	29-Sep-13	C(14-16)	w204	株式会社ハウスパートナー金町店	ハウパ		東京都	東	契約	E(18-20)	フレッツ光（移転）	未入力	未入力	未入力	未入力	未入力		29-Sep-13	サトウユキ	未入力	
1843607071	29-Sep-13	C(14-16)	w204	株式会社ハウスパートナー金町店	ハウパ		東京都	東	未折衝			未入力	未入力	未入力	未入力	未入力				未入力	
1843607072	29-Sep-13	C(14-16)	e4044	株式会社エイブル 　上大岡店	エイブル	神奈川南	神奈川県	東	契約	D(16-18)	フレッツ光	2S(ﾈ光）	OCN（2年割）	未入力	ウィルス無	リモート無	有線	2013/9/29	フジワラミドリ	パーミッション無	特典なし
1843607074	29-Sep-13	C(14-16)	e6022	株式会社エイブル 　谷塚店	エイブル	埼玉	埼玉県	東	契約	C(14-16)	フレッツ光移転（その他）	未入力	未入力	未入力	未入力	未入力		2013/9/30	ヨシダ	未入力	
1843607075	29-Sep-13	C(14-16)	e6020	株式会社エイブル 　東大宮店	エイブル	埼玉	埼玉県	東	アポ			未入力	未入力	未入力	未入力	未入力				未入力	
1843607076	29-Sep-13	C(14-16)	e2057	株式会社エイブル 　国分寺店	エイブル	東京西	東京都	東	未折衝			未入力	未入力	未入力	未入力	未入力				未入力	
1843607077	29-Sep-13	C(14-16)	e3028	株式会社エイブル 　勝田台店	エイブル	千葉	千葉県	東	契約	F(20-LAST)	フレッツ光	2S(ﾈ光）	OCN（2年割）	未入力	ウィルス無	3C（ネ）		2013/9/29	サトウユキ	案内了承	特典なし
